name,first_name,start_date_written,end_date_written,gender,place_of_birth,place_of_death,xml_id
Wegscheider,Susanne,1953-05-16,,female,http://www.wikidata.org/entity/Q41329,,PAD_15529
Felzmann,Carina,1965-09-17,,female,http://www.wikidata.org/entity/Q1741,,PAD_15530
Tamandl,Gabriele,1966-03-29,,female,http://www.wikidata.org/entity/Q1741,,PAD_15531
Regler,Roderich,1939-05-12,,male,http://www.wikidata.org/entity/Q1741,,PAD_15548
Diesner-Wais,Martina,1968-02-10,,female,http://www.wikidata.org/entity/Q660060,,PAD_16218
Höfinger,Johann,1969-07-18,,male,http://www.wikidata.org/entity/Q1741,,PAD_16234
Weinzinger,Brigid,1962-07-23,,female,http://www.wikidata.org/entity/Q671293,,PAD_16238
Sagartz,Christian,1981-01-16,,male,,,PAD_16347
Jabloner,Clemens,1948-11-28,,male,http://www.wikidata.org/entity/Q1741,,PAD_17147
Kocher,Martin,1973-09-13,,male,http://www.wikidata.org/entity/Q34713,,PAD_18140
Lichtenecker,Ruperta,1965-06-21,,female,http://www.wikidata.org/entity/Q682850,,PAD_18447
Sonnberger,Peter,1957-02-06,,male,http://www.wikidata.org/entity/Q41329,,PAD_18542
Gudenus,Johann,1976-07-20,,male,http://www.wikidata.org/entity/Q1741,,PAD_18665
Kollross,Andreas,1971-01-08,,male,http://www.wikidata.org/entity/Q871491,,PAD_18666
Mückstein,Wolfgang,1974-07-05,,male,http://www.wikidata.org/entity/Q1741,,PAD_19043
Nekula,Kurt,1955-11-08,,male,http://www.wikidata.org/entity/Q1741,,PAD_19681
Seidl,Julia,1981-07-23,,female,http://www.wikidata.org/entity/Q668078,,PAD_19741
Egger,Kurt,1974-06-18,,male,http://www.wikidata.org/entity/Q13298,,PAD_20056
Linhart,Michael,1958-08-31,,male,http://www.wikidata.org/entity/Q3640,,PAD_20175
Werner,Katharina,1985-05-23,,female,http://www.wikidata.org/entity/Q260320,,PAD_20281
Karner,Gerhard,1967-11-13,,male,http://www.wikidata.org/entity/Q489806,,PAD_20445
Rauch,Johannes,1959-04-24,,male,http://www.wikidata.org/entity/Q871383,,PAD_21029
Doppler,Anton,1956-12-15,,male,http://www.wikidata.org/entity/Q701425,,PAD_21211
Dernoscheg,Karl,1959-07-22,,male,http://www.wikidata.org/entity/Q13298,,PAD_21251
Kraus,Susanne,1955-04-26,,female,http://www.wikidata.org/entity/Q1741,,PAD_21406
Tursky,Florian,1988-05-13,,male,http://www.wikidata.org/entity/Q1735,,PAD_21407
Darabos,Norbert,1964-05-31,,male,http://www.wikidata.org/entity/Q1741,,PAD_22030
Gastinger,Karin,1964-03-11,,female,http://www.wikidata.org/entity/Q13298,,PAD_22269
Lueger,Angela,1965-10-17,,female,http://www.wikidata.org/entity/Q1741,,PAD_22449
Leutner,Richard,1955-06-10,,male,http://www.wikidata.org/entity/Q1741,,PAD_22533
Fauland,Markus,1968-01-13,,male,http://www.wikidata.org/entity/Q34713,,PAD_22534
Zinggl,Wolfgang,1954-12-12,,male,http://www.wikidata.org/entity/Q1741,,PAD_22573
Leichtfried,Jörg,1967-06-18,,male,http://www.wikidata.org/entity/Q259893,,PAD_22694
Einwallner,Reinhold,1973-05-13,,male,http://www.wikidata.org/entity/Q259893,,PAD_24257
Plassnik,Ursula,1956-05-23,,female,http://www.wikidata.org/entity/Q41753,,PAD_24479
Пракоп,Liese,1941-03-27,2006-12-31,female,http://www.wikidata.org/entity/Q1741,http://www.wikidata.org/entity/Q82500,PAD_25260
Mittermüller,Marialuise,1952-12-29,,female,http://www.wikidata.org/entity/Q483522,,PAD_25950
Winkler,Hans,1945-01-13,,male,http://www.wikidata.org/entity/Q1741,,PAD_28371
Preiner,Erwin,1962-09-15,,male,http://www.wikidata.org/entity/Q1741,,PAD_30011
Einwallner,Thomas,1979-01-10,,male,http://www.wikidata.org/entity/Q263107,,PAD_30035
Klug,Gerald,1968-11-13,,male,http://www.wikidata.org/entity/Q13298,,PAD_30036
Knoll,Gertraud,1958-12-07,,female,http://www.wikidata.org/entity/Q41329,,PAD_30352
Erasim,Melanie,1983-01-23,,female,http://www.wikidata.org/entity/Q660428,,PAD_30653
Blümel,Gernot,1981-10-24,,male,http://www.wikidata.org/entity/Q1741,,PAD_31011
Katzian,Wolfgang,1956-10-28,,male,http://www.wikidata.org/entity/Q494283,,PAD_32494
Aubauer,Gertrude,1951-07-13,,female,http://www.wikidata.org/entity/Q1741,,PAD_35467
Belakowitsch,Dagmar,1968-08-24,,female,http://www.wikidata.org/entity/Q1741,,PAD_35468
Darmann,Gernot,1975-07-07,,male,http://www.wikidata.org/entity/Q13298,,PAD_35469
Eder,Sebastian,1955-07-12,,male,http://www.wikidata.org/entity/Q511701,,PAD_35470
Eder-Gitschthaler,Andrea,1961-09-03,,female,http://www.wikidata.org/entity/Q251325,,PAD_35471
Obernosterer,Gabriel,1955-05-13,,male,http://www.wikidata.org/entity/Q677851,,PAD_35487
Fürntrath-Moretti,Adelheid,1958-01-19,,female,http://www.wikidata.org/entity/Q699825,,PAD_35488
Hörl,Franz,1956-12-04,,male,http://www.wikidata.org/entity/Q187565,,PAD_35489
Karl,Beatrix,1967-12-10,,female,http://www.wikidata.org/entity/Q13298,,PAD_35490
Köfer,Gerhard,1961-02-11,,male,http://www.wikidata.org/entity/Q487500,,PAD_35491
Stauber,Peter,1953-04-15,,male,http://www.wikidata.org/entity/Q875816,,PAD_35492
Fazekas,Hannes,1963-12-09,,male,http://www.wikidata.org/entity/Q1741,,PAD_35493
Kuzdas,Губэрт,1961-10-20,,male,http://www.wikidata.org/entity/Q666556,,PAD_35494
Kirchgatterer,Franz,1953-09-24,"(2017, 11)",male,http://www.wikidata.org/entity/Q178582,http://www.wikidata.org/entity/Q256996,PAD_35495
Rinner,Sylvia,1962-05-07,,female,http://www.wikidata.org/entity/Q13298,,PAD_35496
Muchitsch,Josef,1967-08-21,,male,http://www.wikidata.org/entity/Q694209,,PAD_35497
Fuller,Christian,1977-06-24,,male,http://www.wikidata.org/entity/Q263107,,PAD_35498
Mayerhofer,Leopold,1955-12-04,,male,http://www.wikidata.org/entity/Q670033,,PAD_35499
Weinzinger,Lutz,1943-01-20,2021,male,http://www.wikidata.org/entity/Q1741,,PAD_35500
Mayer,Elmar,1953-03-13,,male,http://www.wikidata.org/entity/Q698591,,PAD_35501
Gradauer,Alois,1942-12-14,,male,http://www.wikidata.org/entity/Q688620,,PAD_35502
Haimbuchner,Manfred,1978-08-12,,male,http://www.wikidata.org/entity/Q178582,,PAD_35503
Schieder,Andreas,1969-04-16,,male,http://www.wikidata.org/entity/Q1741,,PAD_35504
Haberzettl,Wilhelm,1955-07-02,,male,http://www.wikidata.org/entity/Q82500,,PAD_35507
Zach,Alexander,1976-09-10,,male,http://www.wikidata.org/entity/Q1741,,PAD_35508
Oberhauser,Sabine,1963-08-30,2017-02-23,female,http://www.wikidata.org/entity/Q1741,http://www.wikidata.org/entity/Q1741,PAD_35509
Hradecsni,Bettina,1961-07-31,,female,http://www.wikidata.org/entity/Q3820,,PAD_35511
Schatz,Birgit,1969-12-09,,female,http://www.wikidata.org/entity/Q34713,,PAD_35512
Zwerschitz,Barbara,1969-04-03,,female,http://www.wikidata.org/entity/Q1741,,PAD_35513
Zanger,Wolfgang,1968-12-04,,male,http://www.wikidata.org/entity/Q494621,,PAD_35514
Hauser,Gerald,1961-09-30,,male,http://www.wikidata.org/entity/Q262475,,PAD_35515
Rossmann,Bruno,1952-04-16,,male,http://www.wikidata.org/entity/Q483522,,PAD_35516
Fichtenbauer,Peter,1946-07-06,,male,http://www.wikidata.org/entity/Q666826,,PAD_35517
Strache,Heinz-Christian,1969-06-12,,male,http://www.wikidata.org/entity/Q1741,,PAD_35518
Schalle,Veit,1942-10-24,,male,http://www.wikidata.org/entity/Q41753,,PAD_35519
Kickl,Herbert,1968-10-19,,male,http://www.wikidata.org/entity/Q483522,,PAD_35520
Hofer,Norbert,1971-03-02,,male,http://www.wikidata.org/entity/Q669945,,PAD_35521
Neubauer,Werner,1956-10-29,,male,http://www.wikidata.org/entity/Q41329,,PAD_35522
Klement,Karlheinz,1963-05-08,,male,http://www.wikidata.org/entity/Q41753,,PAD_35523
Themessl,Bernhard,1951-10-15,,male,http://www.wikidata.org/entity/Q486341,,PAD_35524
Kucharowits,Katharina,1983-09-19,,female,http://www.wikidata.org/entity/Q277965,,PAD_35908
Mölzer,Wendelin,1980-03-07,,male,http://www.wikidata.org/entity/Q13298,,PAD_36187
Eisenschenk,Peter,1965-04-27,,male,http://www.wikidata.org/entity/Q489810,,PAD_36348
Schmied,Claudia,1959-05-10,,female,http://www.wikidata.org/entity/Q1741,,PAD_36447
Kdolsky,Andrea,1962-11-02,,female,http://www.wikidata.org/entity/Q1741,,PAD_36448
Buchinger,Erwin,1955-12-25,,male,http://www.wikidata.org/entity/Q658855,,PAD_36449
Faymann,Werner,1960-05-04,,male,http://www.wikidata.org/entity/Q1741,,PAD_36450
Hahn,Johannes,1957-12-02,,male,http://www.wikidata.org/entity/Q1741,,PAD_36451
Kranzl,Christa,1960-04-19,,female,http://www.wikidata.org/entity/Q661843,,PAD_36452
Rudas,Laura,1981-03-10,,female,http://www.wikidata.org/entity/Q1741,,PAD_36507
Ehmann,Michael,1975-05-07,,male,http://www.wikidata.org/entity/Q13298,,PAD_36508
Schelling,Hans,1953-12-27,,male,http://www.wikidata.org/entity/Q698591,,PAD_36907
Schittenhelm,Dorothea,1954-05-07,,female,http://www.wikidata.org/entity/Q537140,,PAD_36908
Lohfeyer,Rosa,1956-07-26,,female,http://www.wikidata.org/entity/Q252138,,PAD_36987
Durchschlag,Claudia,1958-08-15,,female,http://www.wikidata.org/entity/Q41329,,PAD_40627
Steinhauser,Albert,1971-10-15,,male,http://www.wikidata.org/entity/Q1741,,PAD_40628
Hursky,Christian,1961-06-14,,male,http://www.wikidata.org/entity/Q1741,,PAD_42287
Strache,Philippa,1987-12-01,,female,http://www.wikidata.org/entity/Q1741,,PAD_44127
Dönmez,Efgani,1976-10-30,,male,http://www.wikidata.org/entity/Q1003953,,PAD_47067
Weninger,Hannes,1961-05-10,,male,http://www.wikidata.org/entity/Q265948,,PAD_47087
Vock,Bernhard,1963-04-12,,male,http://www.wikidata.org/entity/Q277965,,PAD_47147
Herbert,Werner,1963-08-29,,male,http://www.wikidata.org/entity/Q368598,,PAD_47187
Wechner,Hedwig,1955-12-27,,female,http://www.wikidata.org/entity/Q699599,,PAD_50047
Lautenschlager,Hartmann,1940-10-06,2010-05-01,male,http://www.wikidata.org/entity/Q302745,,PAD_50067
Hell,Johann,1955-10-17,,male,http://www.wikidata.org/entity/Q82500,,PAD_50187
Auer,Josef,1956-03-24,,male,http://www.wikidata.org/entity/Q583485,,PAD_51507
Gessl,Andrea,1964-11-16,,female,http://www.wikidata.org/entity/Q485294,,PAD_51527
Hechtl,Johann,1957-06-24,,male,http://www.wikidata.org/entity/Q265948,,PAD_51547
Lipitsch,Hermann,1960-06-14,,male,http://www.wikidata.org/entity/Q483522,,PAD_51548
Plessl,Rudolf,1967-01-12,,male,http://www.wikidata.org/entity/Q1741,,PAD_51549
Cortolezis-Schlager,Katharina,1960-05-17,2015-07-20,female,http://www.wikidata.org/entity/Q13298,http://www.wikidata.org/entity/Q1741,PAD_51551
Klikovits,Oswald,1959-09-10,,male,http://www.wikidata.org/entity/Q126321,,PAD_51552
Lettenbichler,Josef,1970-12-10,,male,http://www.wikidata.org/entity/Q486341,,PAD_51553
Mayer,Peter,1976-11-10,,male,http://www.wikidata.org/entity/Q267791,,PAD_51554
Schönegger,Bernd,1977-01-29,,male,http://www.wikidata.org/entity/Q13298,,PAD_51555
Singer,Johann,1958-01-18,,male,http://www.wikidata.org/entity/Q260320,,PAD_51556
Deimek,Gerhard,1963-01-09,,male,http://www.wikidata.org/entity/Q260320,,PAD_51557
Doppler,Rupert,1958-02-23,,male,http://www.wikidata.org/entity/Q253179,,PAD_51558
Gartelgruber,Carmen,1965-06-25,,female,http://www.wikidata.org/entity/Q41753,,PAD_51559
Haider,Roman,1967-04-13,,male,http://www.wikidata.org/entity/Q256996,,PAD_51560
Hübner,Johannes,1956-10-07,2025-02-02,male,http://www.wikidata.org/entity/Q1741,,PAD_51561
Höbart,Christian,1975-06-09,,male,http://www.wikidata.org/entity/Q1741,,PAD_51562
Jannach,Harald,1972-05-27,,male,http://www.wikidata.org/entity/Q41753,,PAD_51563
Karlsböck,Andreas,1960-11-18,2019-11-22,male,http://www.wikidata.org/entity/Q1741,,PAD_51564
Kitzmüller,Anneliese,1959-07-03,,female,http://www.wikidata.org/entity/Q41329,,PAD_51565
Kunasek,Mario,1976-06-29,,male,http://www.wikidata.org/entity/Q13298,,PAD_51567
Lausch,Christian,1969-12-02,,male,http://www.wikidata.org/entity/Q624352,,PAD_51568
Mühlberghuber,Edith,1964-10-22,,female,http://www.wikidata.org/entity/Q260320,,PAD_51569
Rosenkranz,Walter,1962-07-29,,male,http://www.wikidata.org/entity/Q131266,,PAD_51570
Stefan,Harald,1965-09-12,,male,http://www.wikidata.org/entity/Q1741,,PAD_51571
Unterreiner,Heidemarie,1944-02-24,,female,http://www.wikidata.org/entity/Q3806,,PAD_51572
Winter,Susanne,1957-07-23,,female,http://www.wikidata.org/entity/Q13298,,PAD_51573
Grosz,Gerald,1977-02-15,,male,http://www.wikidata.org/entity/Q13298,,PAD_51574
Huber,Gerhard,1965-05-20,,male,http://www.wikidata.org/entity/Q336250,,PAD_51575
Jury,Josef,1962-03-19,,male,http://www.wikidata.org/entity/Q660580,,PAD_51576
Linder,Maximilian,1965-03-22,,male,http://www.wikidata.org/entity/Q483522,,PAD_51577
List,Kurt,1954-02-03,,male,http://www.wikidata.org/entity/Q698465,,PAD_51578
Lugar,Robert,1970-07-09,,male,http://www.wikidata.org/entity/Q1735,,PAD_51579
Markowitz,Stefan,1977-05-19,,male,http://www.wikidata.org/entity/Q41753,,PAD_51580
Petzner,Stefan,1981-01-17,,male,http://www.wikidata.org/entity/Q669681,,PAD_51581
Schenk,Martina,1972-08-28,,female,http://www.wikidata.org/entity/Q13298,,PAD_51582
Spadiut,Wolfgang,1955-03-21,2021-06-10,male,http://www.wikidata.org/entity/Q494621,,PAD_51583
Tadler,Эрых,1958-07-23,,male,http://www.wikidata.org/entity/Q688726,,PAD_51584
Widmann,Rainer,1967-07-25,,male,http://www.wikidata.org/entity/Q143140,,PAD_51585
Brunner,Christiane,1976-09-23,,female,http://www.wikidata.org/entity/Q279823,,PAD_51586
Korun,Alev,1969-09-27,,female,http://www.wikidata.org/entity/Q3640,,PAD_51587
Musiol,Daniela,1970-09-08,,female,http://www.wikidata.org/entity/Q277965,,PAD_51588
Schwentner,Judith,1968-09-05,,female,http://www.wikidata.org/entity/Q13298,,PAD_51589
Walser,Harald,1953-04-18,,male,http://www.wikidata.org/entity/Q698591,,PAD_51590
Windbüchler-Souschill,Tanja,1976-11-06,,female,http://www.wikidata.org/entity/Q131612,,PAD_51591
Amesbauer,Hannes,1981-04-18,,male,http://www.wikidata.org/entity/Q259893,,PAD_51879
Stöger,Alois,1960-09-03,,male,http://www.wikidata.org/entity/Q41329,,PAD_52687
Berlakovich,Nikolaus,1961-06-04,,male,http://www.wikidata.org/entity/Q126321,,PAD_52688
Hundstorfer,Rudolf,1951-09-19,2019-08-20,male,http://www.wikidata.org/entity/Q1741,http://www.wikidata.org/entity/Q922,PAD_52689
Ostermayer,Josef,1961-03-12,,male,http://www.wikidata.org/entity/Q670800,,PAD_52707
Schmuckenschlager,Johannes,1978-09-20,,male,http://www.wikidata.org/entity/Q487522,,PAD_52727
Bandion-Ortner,Claudia,1966-11-30,,female,http://www.wikidata.org/entity/Q13298,,PAD_53727
Strutz,Martin,1961-03-20,,male,http://www.wikidata.org/entity/Q41753,,PAD_55147
Hammer,Michael,1977-06-03,,male,http://www.wikidata.org/entity/Q41329,,PAD_55227
Brunner,Magnus,1972-05-06,,male,http://www.wikidata.org/entity/Q700680,,PAD_55727
Jarmer,Helene,1971-08-08,,female,http://www.wikidata.org/entity/Q1741,,PAD_57367
Köstinger,Elisabeth,1978-11-22,,female,http://www.wikidata.org/entity/Q487527,,PAD_57488
Regner,Evelyn,1966-01-24,,female,http://www.wikidata.org/entity/Q1741,,PAD_57489
Kadenbach,Karin,1958-04-19,,female,http://www.wikidata.org/entity/Q1741,,PAD_57490
Steßl,Sonja,1981-05-25,,female,http://www.wikidata.org/entity/Q13298,,PAD_59247
Hackl,Heinz-Peter,1954-05-17,2021-09-14,male,http://www.wikidata.org/entity/Q693756,,PAD_59767
Podgorschek,Elmar,1958-01-07,,male,http://www.wikidata.org/entity/Q267791,,PAD_59908
Duzdar,Muna,1978-08-22,,female,http://www.wikidata.org/entity/Q1741,,PAD_60446
Winzig,Angelika,1963-05-09,,female,http://www.wikidata.org/entity/Q261216,,PAD_60878
Schickhofer,Michael,1979-12-20,,male,http://www.wikidata.org/entity/Q875641,,PAD_61239
Brückl,Hermann,1968-11-03,,male,http://www.wikidata.org/entity/Q255012,,PAD_61639
Riemer,Josef,1950-03-21,,male,http://www.wikidata.org/entity/Q660453,,PAD_61659
Jenewein,Hans-Jörg,1974-06-12,,male,http://www.wikidata.org/entity/Q1741,,PAD_62360
Remler,Verena,1972-11-26,,female,http://www.wikidata.org/entity/Q336250,,PAD_62379
Buchmayr,Harry,1957-01-06,,male,http://www.wikidata.org/entity/Q386360,,PAD_63179
Schnedlitz,Michael,1984-03-13,,male,http://www.wikidata.org/entity/Q669681,,PAD_64022
Hammer,Lukas,1983-05-25,,male,http://www.wikidata.org/entity/Q1741,,PAD_65219
Töchterle,Karlheinz,1949-05-13,,male,http://www.wikidata.org/entity/Q252197,,PAD_65319
Waldner,Wolfgang,1954-10-06,,male,http://www.wikidata.org/entity/Q483522,,PAD_65320
Kurz,Sebastian,1986-08-27,,male,http://www.wikidata.org/entity/Q1741,,PAD_65321
Gerstl,Wolfgang,1961-10-14,,male,http://www.wikidata.org/entity/Q82500,,PAD_67199
Venier,Mathias,1984-05-31,,male,http://www.wikidata.org/entity/Q145997,,PAD_67839
Kaufmann,Elisabeth,1970-05-20,,female,http://www.wikidata.org/entity/Q277965,,PAD_68819
Windisch,Franz,1957-12-09,,male,http://www.wikidata.org/entity/Q1741,,PAD_71899
Himmelbauer,Eva-Maria,1986-12-24,,female,http://www.wikidata.org/entity/Q659918,,PAD_72959
Fürlinger,Klaus,1965-06-01,,male,http://www.wikidata.org/entity/Q41329,,PAD_72999
Androsch,Maurice,1970-04-25,,male,http://www.wikidata.org/entity/Q1741,,PAD_73000
Szep,Irene,1953-12-31,,female,http://www.wikidata.org/entity/Q82500,,PAD_78320
Hafenecker,Christian,1980-08-11,,male,http://www.wikidata.org/entity/Q277965,,PAD_78586
Greiner,Karin,1967-11-04,,female,http://www.wikidata.org/entity/Q259893,,PAD_80479
Steinacker,Michaela,1962-06-30,,female,http://www.wikidata.org/entity/Q1741,,PAD_83059
Köchl,Matthias,1977-08-30,,male,http://www.wikidata.org/entity/Q41753,,PAD_83100
Maurer,Sigrid,1985-03-19,,female,http://www.wikidata.org/entity/Q668078,,PAD_83101
Mückstein,Eva,1958-12-07,,female,http://www.wikidata.org/entity/Q486450,,PAD_83102
Schmid,Julian,1989-04-21,,male,http://www.wikidata.org/entity/Q41753,,PAD_83103
Willi,Georg,1959-05-06,,male,http://www.wikidata.org/entity/Q1735,,PAD_83104
Aslan,Aygül,1981-10-16,,female,http://www.wikidata.org/entity/Q1948486,,PAD_83105
Antoni,Konrad,1964-05-04,,male,http://www.wikidata.org/entity/Q671293,,PAD_83107
Bacher,Walter,1962-09-02,,male,http://www.wikidata.org/entity/Q257244,,PAD_83108
Ecker,Cornelia,1976-02-27,,female,http://www.wikidata.org/entity/Q34713,,PAD_83109
Gusenbauer-Jäger,Marianne,1956-10-14,,female,http://www.wikidata.org/entity/Q41329,,PAD_83110
Holzinger-Vogtenhuber,Daniela,1987-10-21,,female,http://www.wikidata.org/entity/Q251325,,PAD_83111
Knes,Wolfgang,1964-02-24,,male,http://www.wikidata.org/entity/Q487527,,PAD_83112
Kucher,Philip,1981-09-29,,male,http://www.wikidata.org/entity/Q41753,,PAD_83113
Troch,Harald,1959-05-02,,male,http://www.wikidata.org/entity/Q1741,,PAD_83114
Unterrainer,Maximilian,1964-02-20,,male,http://www.wikidata.org/entity/Q302745,,PAD_83115
Vogl,Markus,1970-11-27,,male,http://www.wikidata.org/entity/Q260320,,PAD_83116
Yılmaz,Nurten,1957-09-17,,female,http://www.wikidata.org/entity/Q1012854,,PAD_83117
Alm,Niko,1975-08-30,,male,http://www.wikidata.org/entity/Q1741,,PAD_83119
Hable,Rainer,1972-05-04,,male,http://www.wikidata.org/entity/Q41329,,PAD_83120
Loacker,Gerald,1973-11-28,,male,http://www.wikidata.org/entity/Q171219,,PAD_83121
Meinl-Reisinger,Beate,1978-04-25,,female,http://www.wikidata.org/entity/Q1741,,PAD_83122
Mlinar,Angelika,1970-06-29,,female,http://www.wikidata.org/entity/Q664396,,PAD_83123
Pock,Michael,1981-04-30,,male,http://www.wikidata.org/entity/Q489810,,PAD_83124
Scherak,Nikolaus,1986-10-16,,male,http://www.wikidata.org/entity/Q1741,,PAD_83125
Vavrik,Christoph,1961-05-02,,male,http://www.wikidata.org/entity/Q71,,PAD_83126
Фухс,Губэрт,1969-01-13,,male,http://www.wikidata.org/entity/Q251022,,PAD_83127
Kassegger,Axel,1966-01-04,,male,http://www.wikidata.org/entity/Q871601,,PAD_83129
Rauch,Walter,1978-02-07,,male,http://www.wikidata.org/entity/Q672717,,PAD_83130
Schellenbacher,Thomas,1964-07-23,,male,http://www.wikidata.org/entity/Q489806,,PAD_83132
Schmid,Gerhard,1948-09-22,,male,http://www.wikidata.org/entity/Q34713,,PAD_83133
Schrangl,Philipp,1985-03-14,,male,http://www.wikidata.org/entity/Q41329,,PAD_83134
Steger,Petra,1987-10-04,,female,http://www.wikidata.org/entity/Q1741,,PAD_83135
Wurm,Peter,1965-02-23,,male,http://www.wikidata.org/entity/Q302745,,PAD_83137
Stronach,Frank,1932-09-06,,male,http://www.wikidata.org/entity/Q689370,,PAD_83138
Nachbaur,Kathrin,1979-04-02,,female,http://www.wikidata.org/entity/Q13298,,PAD_83139
Dietrich,Waltraud,1959-10-19,,female,http://www.wikidata.org/entity/Q483522,,PAD_83140
Franz,Marcus,1963-03-06,,male,http://www.wikidata.org/entity/Q1741,,PAD_83141
Lintl,Jessi,1956-06-30,,female,http://www.wikidata.org/entity/Q661747,,PAD_83142
Vetter,Georg,1962-04-26,,male,http://www.wikidata.org/entity/Q1741,,PAD_83143
El Habbassi,Asdin,1986-12-05,,male,http://www.wikidata.org/entity/Q255684,,PAD_83144
Fichtinger,Angela,1956-12-29,,female,,,PAD_83146
Groiß,Werner,1967-12-06,,male,http://www.wikidata.org/entity/Q174400,,PAD_83147
Hanger,Andreas,1968-06-19,,male,http://www.wikidata.org/entity/Q427385,,PAD_83148
Jank,Brigitte,1951-09-19,,female,http://www.wikidata.org/entity/Q1741,,PAD_83149
Ottenschläger,Andreas,1975-05-07,,male,http://www.wikidata.org/entity/Q1741,,PAD_83150
Pfurtscheller,Elisabeth,1964-03-06,,female,http://www.wikidata.org/entity/Q656017,,PAD_83151
Rauch,Johannes,1971-08-03,,male,http://www.wikidata.org/entity/Q1735,,PAD_83152
Strasser,Georg,1971-06-29,,male,http://www.wikidata.org/entity/Q251231,,PAD_83153
Zakostelsky,Andreas,1962-05-26,,male,http://www.wikidata.org/entity/Q3130,,PAD_83154
Weigerstorfer,Ulla,1967-08-16,,female,http://www.wikidata.org/entity/Q251065,,PAD_83262
Brandstetter,Wolfgang,1957-10-07,,male,http://www.wikidata.org/entity/Q255534,,PAD_83295
Rupprechter,Andrä,1961-05-31,,male,http://www.wikidata.org/entity/Q256906,,PAD_83296
Karmasin,Sophie,1967-01-05,,female,http://www.wikidata.org/entity/Q1741,,PAD_83297
Feichtinger,Klaus,1970-11-18,,male,http://www.wikidata.org/entity/Q13298,,PAD_83298
Hofinger,Manfred,1970-02-27,,male,http://www.wikidata.org/entity/Q267791,,PAD_83299
Ofenauer,Friedrich,1973-01-09,,male,http://www.wikidata.org/entity/Q82500,,PAD_83300
Gödl,Ernst,1971-12-28,,male,http://www.wikidata.org/entity/Q13298,,PAD_83409
Ertlschweiger,Rouven,1976-09-08,,male,http://www.wikidata.org/entity/Q131612,,PAD_83433
Freund,Eugen,1951-04-15,,male,http://www.wikidata.org/entity/Q1741,,PAD_84051
Schmidt,Claudia,1963-04-26,,female,http://www.wikidata.org/entity/Q34713,,PAD_84052
Mayer,Georg,1973-10-12,,male,http://www.wikidata.org/entity/Q672717,,PAD_84053
Reimon,Michel,1971-07-11,,male,http://www.wikidata.org/entity/Q126321,,PAD_84054
Schellhorn,Josef,1967-05-12,,male,http://www.wikidata.org/entity/Q253179,,PAD_84056
Angerer,Erwin,1964-12-30,,male,http://www.wikidata.org/entity/Q692993,,PAD_84060
Mahrer,Harald,1973-03-27,,male,http://www.wikidata.org/entity/Q1741,,PAD_84308
Kumpitsch,Günther,1960-07-07,,male,http://www.wikidata.org/entity/Q674721,,PAD_86603
Lindner,Mario,1982-03-30,,male,http://www.wikidata.org/entity/Q485294,,PAD_86613
Graswander-Hainz,Karoline,1974-02-02,,female,http://www.wikidata.org/entity/Q145997,,PAD_86673
Schabhüttl,Jürgen,1971-11-22,,male,http://www.wikidata.org/entity/Q279823,,PAD_86681
Gamon,Claudia,1988-12-23,,female,http://www.wikidata.org/entity/Q183104,,PAD_86976
Stögmüller,David,1987-02-01,,male,http://www.wikidata.org/entity/Q267791,,PAD_87001
Ecker,Rosa,1969-04-10,,female,http://www.wikidata.org/entity/Q666964,,PAD_87002
Dziedzic,Ewa,1980-06-16,,female,http://www.wikidata.org/entity/Q324880,,PAD_87146
Doskozil,Hans,1970-06-21,,male,http://www.wikidata.org/entity/Q669945,,PAD_87429
Eypeltauer,Felix,1992-07-03,,male,http://www.wikidata.org/entity/Q41329,,PAD_88288
Sobotka,Wolfgang,1956-01-05,,male,http://www.wikidata.org/entity/Q427385,,PAD_88386
Drozda,Thomas,1965-07-24,,male,http://www.wikidata.org/entity/Q693253,,PAD_88629
Hammerschmidt,Sonja,1968-06-24,,female,http://www.wikidata.org/entity/Q260320,,PAD_88631
Kraker,Margit,1960-11-09,,female,http://www.wikidata.org/entity/Q189268,,PAD_88771
Lasar,David,1952-10-05,,male,http://www.wikidata.org/entity/Q1741,,PAD_88823
Klinger,Wolfgang,1959-05-10,,male,http://www.wikidata.org/entity/Q178582,,PAD_88857
Rendi-Wagner,Pamela,1971-05-07,,female,http://www.wikidata.org/entity/Q1741,,PAD_91034
Doppelbauer,Karin,1975-03-02,,female,http://www.wikidata.org/entity/Q256996,,PAD_91141
Neuroth,Barbara,1957,,female,http://www.wikidata.org/entity/Q1741,,PAD_93132
Ban,Ki-moon,1944-06-13,,male,http://www.wikidata.org/entity/Q50315,,Q1253
